,ticker,time,scraped_at,open,high,low,volume,average_volume_2_weeks,average_volume,average_volume_30_days,high_52_weeks,high_52_weeks_date,low_52_weeks,low_52_weeks_date,dividend_yield,shares_float,market_cap,pb_ratio,pe_ratio,shares_outstanding,industry,num_employees,year_founded,payable_date,ex_dividend_date
2159,CRVS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.24,16.305,15.33,773019.0,1606021.205076,1606021.205076,1262082.13336,26.95,2026-01-23,3.165,2025-05-07,,64106568.7112,1321060591.950069,19.5514,-31.65,84090425.967541,Pharmaceuticals: Major,37.0,2014.0,,
2161,LYTS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,23.52,24.43,23.32,346594.0,681995.241039,681995.241039,486370.15785,24.75,2026-01-22,15.31,2025-05-23,0.859476,29566982.1076,745017476.0,2.91827,30.804872,31133200.0,Building Products,2175.0,1976.0,2026-05-12 00:00:00,2026-05-04 00:00:00
2162,WRAP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.5,1.52,1.41,223241.0,189392.140559,189392.140559,474099.135136,3.23,2026-01-15,1.2,2025-08-07,,36170747.1724,81030146.0,6.70869,-6.65,55500100.0,Medical Specialties,25.0,2016.0,,
2164,PFLT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.17,9.195,9.04,789882.0,927001.989317,927001.989317,970594.848135,10.875,2025-07-18,7.68,2026-03-30,13.398693,98336448.1764,906851606.0,0.875428,26.333907,99217900.0,Investment Trusts/Mutual Funds,,2007.0,2026-05-01 00:00:00,2026-04-15 00:00:00
2166,DHX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.535,2.535,2.3801,554373.0,191931.693475,191931.693475,207520.11793,3.34,2025-07-03,1.21,2025-05-06,,34122778.4328,100459116.0,1.1667,-8.41,41341200.0,Personnel Services,270.0,1990.0,,
2167,NNE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,23.5,23.555,22.1,1757489.0,2033597.740187,2033597.740187,2177120.48803,60.87,2025-10-15,18.9301,2026-03-30,,42340356.293715,1185934350.15,1.96733,-20.83,52083195.0,Electrical Products,62.0,2022.0,,
2169,SPCE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.5426,2.55,2.4,4497068.0,8133397.281831,8133397.281831,10553567.483,6.64,2025-05-16,2.13,2026-03-30,,80639330.8406,199452899.722223,0.674478,-0.43,81409346.825397,Aerospace & Defense,694.0,2017.0,,
2171,ASST,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.75,17.065,16.2007,2600663.0,3508533.430381,3508533.430381,3792671.17155,268.4,2025-05-22,7.02,2026-02-24,,58296718.699245,1141547913.0,1.25556,-0.98,69184722.0,Investment Trusts/Mutual Funds,28.0,2020.0,,
2175,SCVL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,17.26,17.81,17.12,211245.0,293028.647178,293028.647178,449866.277793,26.57,2025-09-05,15.04,2026-03-31,3.621495,17881006.4848,483739656.0,0.679528,9.018596,27469600.0,Apparel/Footwear Retail,5000.0,1978.0,2026-04-20 00:00:00,2026-04-06 00:00:00
2181,SHC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.5,15.35,14.26,8067513.0,2675914.161366,2675914.161366,2605160.43036,19.85,2026-01-09,10.795,2025-06-17,,245775100.932,4375725563.225153,7.22149,56.560088,285156439.441196,Medical Specialties,3000.0,1978.0,,
2185,NVRI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,19.2,19.83,19.1,921852.0,820290.815179,820290.815179,845327.436306,19.985,2026-04-09,6.67,2025-05-06,,76993868.5584,1603661659.900313,6.1184,-9.18,82705603.914405,Environmental Services,12000.0,1853.0,2016-02-16 00:00:00,2016-01-13 00:00:00
2189,SANA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.47,3.56,3.37,1669766.0,2752188.764218,2752188.764218,3448967.79495,6.55,2025-10-15,1.6,2025-05-15,,165975261.98,934034500.0,5.65346,-3.49,266867000.0,Biotechnology,142.0,2018.0,,
2193,GNW,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,8.875,8.98,8.85,3244962.0,2180732.930455,2180732.930455,2721825.40823,9.28,2025-12-23,6.625,2025-05-23,,376179673.955,3422565784.683764,0.39721,16.468622,385207178.9177,Multi-Line Insurance,3100.0,1871.0,2008-10-27 00:00:00,2008-10-08 00:00:00
2199,WW,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.94,11.93,10.4128,276552.0,406146.648881,406146.648881,418002.794927,46.949,2025-07-08,8.91,2026-04-21,,9852628.821948,118858004.52,0.342731,0.103231,9996468.0,Other Consumer Services,3500.0,1963.0,,
2202,CABA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.8,4.16,3.68,9273139.0,5218330.85627,5218330.85627,3213727.13168,4.16,2026-05-05,1.11,2025-05-08,,97482626.85,462555375.0,3.43448,-1.81,111325000.0,Biotechnology,156.0,2017.0,,
2207,NCNO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.04,18.285,17.61,2484157.0,2845692.597097,2845692.597097,3207328.64394,33.92,2025-08-27,13.8,2026-02-23,,109525010.03,2056475925.0,1.94064,397.130243,114535000.0,Packaged Software,1684.0,2011.0,,
2209,EHAB,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.74,13.75,13.74,402741.0,638454.864537,638454.864537,811275.78106,14.22,2026-03-31,6.47,2025-08-04,,44496558.301595,704095940.725,1.30513,-145.4,51225605.0,Medical/Nursing Services,10800.0,2014.0,,
2211,BCHT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.59,1.66,1.56,218466.0,317066.6701,317066.6701,209805.006299,4.7995,2025-12-09,1.46,2026-04-20,,19719950.922,42878780.0,-18.4933,-10.34,26306000.0,Packaged Software,20.0,1983.0,,
2235,CNCK,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.77,1.784,1.66,46629.0,52782.351827,52782.351827,341299.11223,9.49,2025-05-12,1.395,2026-04-07,,13804894.23432,236513194.534092,2.5323,-0.04,135927123.295455,Investment Banks/Brokers,,2022.0,,
2237,LDI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.52,1.54,1.481,1569603.0,1348459.524558,1348459.524558,1722534.79153,5.05,2025-09-17,1.02,2025-05-06,,59793462.368,342067695.540397,1.45921,-5.08,230814909.271523,Finance/Rental/Leasing,5660.0,2009.0,2022-04-18 00:00:00,2022-04-01 00:00:00
2239,GNK,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,24.35,25.66,24.3,651109.0,241991.108347,241991.108347,276977.180874,25.66,2026-05-05,12.66,2025-06-03,3.961635,31719892.228,1092041970.335688,1.15671,-221.42,43317809.216013,Marine Shipping,981.0,2004.0,2026-03-18 00:00:00,2026-03-11 00:00:00
2245,KPTI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.31,9.49,9.215,201354.0,333264.936718,333264.936718,490986.45463,10.99,2026-02-24,3.6503,2025-08-11,,20802619.0905,211907173.634408,-0.5882,-0.57,22543316.344086,Pharmaceuticals: Major,228.0,2008.0,,
2246,CARE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,25.58,26.195,25.58,158319.0,388364.277442,388364.277442,364319.875962,26.27,2026-05-04,15.37,2025-05-07,,21227861.76,579484000.0,1.11963,5.187384,22160000.0,Regional Banks,687.0,1974.0,2026-05-25 00:00:00,2026-05-11 00:00:00
2248,SBC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.27,3.39,3.2,91688.0,182009.771107,182009.771107,157451.73781,5.75,2025-07-18,2.9737,2025-11-17,,11174321.53584,328246212.682928,1.35512,6.626263,102576941.463415,Miscellaneous Commercial Services,863.0,,,
2251,BFLY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.89,5.02,4.81,5059901.0,6467983.834857,6467983.834857,5542522.69898,5.72,2026-04-22,1.32,2025-08-08,,193851412.348,1226057591.655,6.62496,-16.15,254632937.0,Medical Specialties,220.0,2011.0,,
2255,AAUC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,28.795,29.495,28.395,144393.0,1372954.84972,1372954.84972,921859.557048,32.2,2026-04-22,11.199,2025-05-14,,103227159.57154,3654948110.908442,8.65736,-65.82,124742256.344998,Precious Metals,7834.0,,,
2256,HIMS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,26.9,26.91,25.9,15492731.0,24811999.05448,24811999.05448,32483480.5987,70.43,2025-07-31,13.74,2026-02-24,,206318617.407,5995929313.114227,11.4562,53.230529,227938768.793546,Medical/Nursing Services,2442.0,2017.0,,
2258,DFLI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.0,2.215,1.94,897133.0,353567.251913,353567.251913,419403.172177,26.1,2025-10-15,1.5,2025-07-01,,11955240.738027,25390956.47,2.09518,-0.06,12148783.0,Electrical Products,141.0,2020.0,,
2259,ATRC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,28.73,29.548,28.02,1466400.0,856503.455315,856503.455315,793255.525235,43.18,2026-01-08,26.62,2026-04-29,,48499327.9448,1487650682.274497,2.91301,-119.42,50634808.790827,Medical Specialties,1350.0,1994.0,,
2260,TTAM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.295,16.44,16.15,236480.0,195576.217413,195576.217413,191273.428091,19.42,2026-02-10,12.18,2025-07-01,1.24533,24537354.21971,3005108261.0,2.86332,15.87898,184362470.0,Construction Materials,2554.0,1902.0,2026-05-08 00:00:00,2026-04-20 00:00:00
2261,WIMI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.66,1.69,1.57,301911.0,2187203.031011,2187203.031011,1130137.13753,5.65,2025-09-23,1.56,2026-03-27,,14325270.3696,29324199.41,0.097133,0.753712,18385078.0,Packaged Software,86.0,2015.0,,
2262,SKLZ,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.69,7.22,6.5903,533712.0,6208369.049931,6208369.049931,3073534.85083,20.0,2026-04-23,2.23,2026-03-30,,8457888.975,104991788.99,0.950487,-1.51,15600563.0,Data Processing Services,370.0,2012.0,,
2263,IART,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.23,13.92,12.205,3219893.0,1099180.777286,1099180.777286,800813.724028,16.49,2025-10-27,8.7,2026-03-20,,66572056.8095,1028861042.0,0.794946,-1.96,77826100.0,Medical Specialties,4427.0,1989.0,2015-07-01 00:00:00,2015-07-02 00:00:00
2264,HAFN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.25,9.535,9.145,1509887.0,1784047.225222,1784047.225222,1762926.38018,9.535,2026-05-05,4.88,2025-05-07,5.861833,237714892.16893,4686003248.224195,1.92605,13.213081,495873359.600444,Marine Shipping,4876.0,2014.0,2026-03-18 00:00:00,2026-03-06 00:00:00
2266,MLYS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,30.0,30.86,28.48,819457.0,987568.872685,987568.872685,1145928.12204,47.65,2025-11-12,12.59,2025-08-13,,61324544.78395,2416666654.5,3.73834,-12.31,82451950.0,Biotechnology,76.0,2019.0,,
2267,PUBM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.22,10.425,10.05,573211.0,578580.700521,578580.700521,601868.899455,13.88,2025-07-10,6.15,2026-02-17,,38002791.1536,484953655.21,1.83021,-32.91,46675039.0,Internet Software/Services,1030.0,2006.0,,
2268,MSIF,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.325,13.34,12.95,170937.0,245488.168163,245488.168163,248305.369289,18.0946,2025-06-09,11.78,2025-11-10,10.606061,45792801.571194,613302819.35,0.832549,6.917514,46026478.0,Investment Trusts/Mutual Funds,,2011.0,2026-05-01 00:00:00,2026-03-31 00:00:00
2269,HYPR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.82,1.8446,1.66,847631.0,901393.038359,901393.038359,677751.253835,2.22,2025-10-15,0.5327,2025-05-23,,78445905.1683,168469524.049723,4.29144,-4.07,98520189.502762,Medical Specialties,102.0,2014.0,,
2275,KMTS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,20.59,21.265,19.77,192012.0,237177.5091,237177.5091,255428.140222,29.9999,2025-10-27,13.25,2025-07-16,,23878320.115824,1185562779.12,6.44364,-7.31,58373352.0,Medical Specialties,330.0,2014.0,,
2277,BOX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,25.15,25.45,25.015,1192342.0,1975503.150462,1975503.150462,2179697.24014,38.8,2025-06-04,21.34,2026-04-13,,133049065.5,3491016750.0,-11.8745,43.214531,138450000.0,Information Technology Services,2912.0,2005.0,,
2283,UNCY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,8.07,8.344,7.9,970388.0,479289.928008,479289.928008,529877.420528,11.0,2025-06-09,3.71,2025-09-25,,22396402.287,203795235.0,5.84401,-3.95,25237800.0,Biotechnology,21.0,2016.0,,
2284,OFRM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.71,14.9899,14.29,279954.0,358025.307074,358025.307074,440395.59004,27.0,2026-02-20,14.16,2026-04-29,,20071406.306892,615656477.1,-4.9724,-32.68,41881393.0,Food: Specialty/Candy,153.0,2015.0,,
2285,TRIP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.36,11.405,11.25,2560412.0,2454933.715197,2454933.715197,2967067.16801,20.16,2025-09-19,9.01,2026-03-19,,105994718.055,1295012632.201678,2.0108,36.186522,114755217.740512,Other Consumer Services,2590.0,2000.0,2019-12-04 00:00:00,2019-11-19 00:00:00
2286,SKBL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.6,3.79,3.3501,392580.0,621248.566259,621248.566259,341416.666433,14.25,2025-05-12,0.4249,2025-08-21,,8956645.02,106996500.0,20.0394,1547.826087,30225000.0,Engineering & Construction,127.0,,,
2290,ASC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.2,19.2,18.09,1225839.0,601315.659173,601315.659173,572619.356287,19.2,2026-05-05,9.18,2025-06-03,1.671159,34473912.727,777697758.416171,1.19112,20.986537,40802610.619946,Marine Shipping,997.0,2010.0,2026-03-13 00:00:00,2026-02-27 00:00:00
2292,TAC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.64,12.73,12.435,894132.0,1304398.848681,1304398.848681,1150799.49341,17.8754,2025-10-29,8.335,2025-05-08,1.490825,295092212.8,3742648000.0,11.2311,-27.08,296800000.0,Electric Utilities,1350.0,1909.0,2026-07-01 00:00:00,2026-06-01 00:00:00
2294,PHR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.68,9.71,9.425,922988.0,1290991.631039,1290991.631039,1698590.8687,32.76,2025-08-28,7.77,2026-03-31,,46128671.9436,586060099.5,1.73967,257.866667,60763100.0,Packaged Software,1789.0,2005.0,,
2295,NPT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.65,1.7,1.58,50389.0,857302.771864,857302.771864,1347885.51028,22.3772,2026-03-05,1.25,2026-04-24,,3508047.495,35496000.0,-9.5222,-38.92,22185000.0,Wholesale Distributors,108.0,2022.0,,
2296,GRNT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.995,6.14,5.965,760905.0,807802.057686,807802.057686,875316.203621,6.72,2025-06-25,4.18,2026-01-07,7.260726,64161848.426,803967842.435642,1.31307,32.881172,131906126.732673,Oil & Gas Production,6.0,2022.0,2026-03-13 00:00:00,2026-02-27 00:00:00
2300,AXG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.64,3.71,3.6,159381.0,254377.141119,254377.141119,347133.363263,5.09,2025-08-12,1.34,2025-05-23,,46006734.6705,693907536.201099,14.368,-138.93,188203834.065934,Investment Banks/Brokers,33.0,2021.0,,
2302,RLMD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.49,7.63,7.18,719337.0,1056944.708402,1056944.708402,1264302.03645,7.94,2026-04-10,0.3233,2025-05-07,,92039429.776,770928470.364374,6.28126,-5.04,104888227.260459,Pharmaceuticals: Major,17.0,2012.0,,
2303,VRDN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,19.07,20.0,17.42,16131349.0,3041529.645713,3041529.645713,2719473.03074,34.29,2026-01-14,11.76,2025-05-07,,93724480.08,1925187601.441681,2.42612,-4.93,102458094.807966,Pharmaceuticals: Major,252.0,2006.0,,
2304,UIS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.75,2.88,2.675,1039414.0,552079.616432,552079.616432,629191.470984,6.06,2025-05-14,1.97,2026-04-10,,62791610.688,206491872.0,-0.6872,-0.57,72326400.0,Information Technology Services,15000.0,1986.0,1990-08-07 00:00:00,1990-06-18 00:00:00
2309,PNNT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.8499,4.87,4.761,298370.0,431277.7657,431277.7657,535024.411118,7.53,2025-08-13,4.29,2026-03-30,19.087137,63167904.2127,317665526.5,0.688329,12.295918,65296100.0,Investment Trusts/Mutual Funds,,2007.0,2026-05-01 00:00:00,2026-04-15 00:00:00
2310,RDCM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.81,16.0599,15.7,101751.0,348994.20965,348994.20965,188463.083368,16.49,2026-04-23,10.41,2026-03-13,,12864180.1512,267144864.0,2.31212,22.32519,16738400.0,Packaged Software,325.0,1985.0,,
2311,VITL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.0,13.04,12.06,3678799.0,3040243.779001,3040243.779001,2662564.34481,53.125,2025-08-27,11.8,2026-04-29,,36690079.2188,573403222.646157,1.65792,9.025897,44797126.769231,Agricultural Commodities/Milling,739.0,2007.0,,
2315,SSSS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.85,13.9899,13.26,354616.0,244661.879534,244661.879534,377122.700683,14.0,2026-05-04,4.87,2025-05-05,3.623188,23286823.968,338722988.221736,1.70573,8.139672,25401048.985507,Investment Trusts/Mutual Funds,9.0,2010.0,2025-12-05 00:00:00,2025-11-21 00:00:00
2317,CRDF,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.67,1.71,1.6,825798.0,568705.639913,568705.639913,731071.14461,4.555,2025-07-18,1.48,2026-02-05,,62379917.71,109384000.0,2.48311,-2.4,68365000.0,Medical Specialties,31.0,1999.0,,
2322,MUX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,20.85,21.25,20.345,837662.0,809228.394089,809228.394089,909373.22352,29.7,2026-01-29,6.88,2025-05-14,,50871263.9424,1257367267.2,1.98138,38.842346,59452800.0,Precious Metals,,1979.0,2018-09-04 00:00:00,2018-08-24 00:00:00
2324,VGZ,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.14,2.16,2.095,717959.0,1137112.745526,1137112.745526,1150963.6762,3.13,2026-01-28,0.91,2025-06-04,,140945948.325,306539808.0,5.74445,-34.03,145971337.142857,Precious Metals,13.0,1983.0,,
2325,TAOX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.5,5.83,5.3544,129839.0,137997.047071,137997.047071,195598.396758,11.9799,2025-07-18,2.12,2025-05-29,,7293791.71687,42216411.431228,1.90353,-0.41,7471931.226766,Packaged Software,5.0,2012.0,,
2327,FTK,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.77,17.31,16.59,261656.0,188525.793712,188525.793712,199307.181783,20.41,2026-03-13,7.01,2025-05-06,,20184825.3084,612793293.14714,4.4373,19.720479,36174338.438438,Oilfield Services/Equipment,160.0,1985.0,,
2328,CGEN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.68,2.83,2.68,452241.0,615203.01303,615203.01303,579388.957525,3.235,2026-04-24,1.23,2025-05-07,,92485132.4096,256711938.0,2.42984,7.008229,94553200.0,Biotechnology,75.0,1993.0,,
2333,STAA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,27.3,28.025,27.074,855111.0,770620.628584,770620.628584,1168751.11383,30.81,2025-08-13,15.585,2026-02-17,,49117093.527,1359620125.5654,3.91712,-16.84,49512750.384756,Medical Specialties,957.0,1982.0,,
2336,XPER,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.98,7.0,6.76,194244.0,270849.351218,270849.351218,286461.819902,8.5,2025-05-12,5.065,2026-02-12,,42205890.730725,325735583.805,0.789874,-5.66,46969803.0,Packaged Software,1460.0,2019.0,,
2345,DNA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.13,10.21,9.51,1414424.0,1208578.761089,1208578.761089,1138102.72022,17.58,2025-10-08,5.37,2026-03-30,,43580999.9646,593946353.299695,1.07573,-1.71,61358094.349142,Medical/Nursing Services,485.0,2008.0,,
2347,IOVA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.82,4.0,3.8,18350287.0,13961618.751501,13961618.751501,15316227.407,5.63,2026-03-09,1.6385,2025-05-19,,383039777.736,1779312062.964936,2.27026,-3.43,446502399.74026,Biotechnology,975.0,2007.0,,
2349,BCAR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.248,10.55,10.24,2601051.0,432261.895659,432261.895659,401158.407089,10.65,2026-01-14,9.88,2025-08-20,,27999996.8,430746000.0,1.47843,94.639556,41200000.0,Financial Conglomerates,2.0,,,
2350,FMC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.795,15.15,14.5,1961661.0,3327148.814626,3327148.814626,2722114.8172,44.78,2025-06-10,12.17,2025-11-20,9.065934,123610733.85,1859423714.150409,0.999209,-0.74,125045306.936813,Chemicals: Agricultural,5500.0,1883.0,2026-07-16 00:00:00,2026-06-30 00:00:00
2353,SDGR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.8,13.02,12.54,1530809.0,1452408.9155,1452408.9155,1511753.43147,27.63,2025-06-11,10.945,2026-03-27,,62233206.5095,948652467.263564,2.61079,-9.14,73825094.728682,Packaged Software,850.0,1990.0,,
2354,XFOR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.23,4.33,4.11,278081.0,390143.344297,390143.344297,392630.284748,4.83,2025-08-27,1.35,2025-08-11,,70770985.283,381862740.0,2.05442,-0.97,90919700.0,Biotechnology,45.0,2010.0,,
2357,SMPL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.83,12.955,12.58,2042015.0,2763295.277346,2763295.277346,4159204.54043,36.99,2025-05-06,10.21,2026-04-09,,82061578.452,1155997251.003083,0.78713,-10.86,90489021.604938,Food: Major Diversified,328.0,2017.0,,
2359,TECX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,29.96,29.96,28.74,93408.0,227852.958056,227852.958056,204525.333261,36.03,2026-03-06,14.385,2025-09-25,,8812571.8908,551469515.624626,2.2106,-7.34,18776626.340641,Miscellaneous Commercial Services,60.0,2015.0,,
2361,ARKO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.63,6.8,6.55,947899.0,799157.673544,799157.673544,961061.856229,7.075,2026-04-20,3.71,2025-10-09,1.812689,72203753.896,735366120.0,2.74622,44.790257,112184000.0,Food Retail,9748.0,2003.0,2026-03-20 00:00:00,2026-03-10 00:00:00
2365,VIVO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.01,3.35,2.9232,1155314.0,1743413.979803,1743413.979803,1022126.82559,8.88,2025-05-29,1.2,2026-02-05,,9168439.8218,55491762.053263,1.81328,-0.45,16790245.704467,Electric Utilities,41.0,2016.0,,
2373,AISP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.51,2.519,2.35,389397.0,493254.247994,493254.247994,496430.751362,7.2,2025-10-06,2.03,2026-04-09,,24540169.6788,82837002.0,-12.0175,3.298153,34372200.0,Packaged Software,63.0,2003.0,,
2374,PSFE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.08,9.23,8.82,234879.0,240550.309754,240550.309754,340436.937964,16.485,2025-05-12,5.95,2026-02-24,,22256674.3308,467682712.5,0.717117,-2.89,51252900.0,Miscellaneous Commercial Services,2900.0,1996.0,,
2379,TASK,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.52,6.605,6.32,854493.0,347278.367583,347278.367583,484299.003327,18.39,2025-09-08,6.2,2026-03-27,,17674844.5668,584984652.66,0.966813,5.830453,91546894.0,Miscellaneous Commercial Services,65500.0,2008.0,2026-03-25 00:00:00,2026-03-26 00:00:00
2381,SNDX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,20.02,20.15,19.445,1586723.0,2136583.405601,2136583.405601,1630056.02865,25.59,2026-03-25,8.58,2025-05-15,,85191071.76,1782833591.110225,42.4618,-7.14,88610019.438878,Biotechnology,298.0,2005.0,,
2387,IMUX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.62,11.29,10.15,274365.0,361567.675822,361567.675822,329322.909353,15.1,2026-03-12,5.062,2025-12-30,,13438481.526,153650520.0,-20.3493,-1.51,13621500.0,Pharmaceuticals: Major,92.0,2003.0,,
2388,HCSG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,21.3,21.92,21.27,550133.0,1025992.993485,1025992.993485,816244.806503,24.39,2026-04-22,12.66,2025-07-18,,67829145.8624,1490287558.361445,2.83229,22.239781,68645212.269067,Miscellaneous Commercial Services,36000.0,1976.0,2022-12-22 00:00:00,2022-11-17 00:00:00
2389,BOOM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.74,8.14,7.53,424678.0,532961.891635,532961.891635,390028.033154,9.2,2026-01-23,4.69,2026-03-13,,18071780.7072,156177003.978095,0.675555,-6.02,20468807.860825,Oilfield Services/Equipment,1500.0,1965.0,2020-04-15 00:00:00,2020-03-30 00:00:00
2390,MGNI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.58,13.695,13.33,1776342.0,2113954.953283,2113954.953283,2036237.77487,26.65,2025-08-28,10.82,2026-02-12,,139345187.485,1946291850.0,2.1049,14.440664,143215000.0,Packaged Software,971.0,2007.0,,
2393,ORGO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.56,2.645,2.54,1340431.0,1310145.83534,1310145.83534,2445510.97309,7.0771,2025-11-11,2.21,2026-04-02,,55826977.975,330607370.0,1.08286,16.655823,128641000.0,Medical Specialties,854.0,1985.0,,
2394,MOBX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.38,2.44,2.3,279214.0,566068.30131,566068.30131,880015.976625,14.4,2025-09-02,1.305,2026-02-17,,8838034.08971,29317997.88,3.42778,-0.36,12449256.0,Semiconductors,46.0,2020.0,,
2396,SVM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.27,12.505,12.0,2244652.0,3374796.299366,3374796.299366,3381613.33621,14.0,2026-01-26,3.5,2025-05-05,0.201972,211257319.455,2654400941.641739,3.7811,-159.5,220556787.838948,Precious Metals,1190.0,1991.0,2025-12-12 00:00:00,2025-11-28 00:00:00
2397,RPD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.54,6.855,6.501,2837394.0,1991293.335732,1991293.335732,2179353.50827,27.1,2025-05-12,4.97,2026-04-09,,64695183.9468,446038296.0,2.76189,18.042813,66772200.0,Information Technology Services,2613.0,2000.0,,
